CET,Temperatura maksymalnaC,Temperatura średniaC,Temperatura minimalnaC, Mean Wilgotność, Max Ciśnienie na poziomie morzahPa, Mean Ciśnienie na poziomie morzahPa, Min Ciśnienie na poziomie morzahPa, Max Prędkość wiatruKm/h, Mean Prędkość wiatruKm/h, CloudCover
2006-3-21,3,0,-3,72,1008,1007,1006,21,11,5
2006-3-22,2,0,-3,85,1010,1007,1006,13,8,6
2006-3-23,1,-3,-6,76,1017,1013,1009,21,8,3
2006-3-24,3,-4,-11,61,1017,1014,1010,23,11,0
2006-3-25,6,2,-2,74,1012,1010,1008,19,10,6
2006-3-26,10,7,4,91,1013,1012,1011,14,13,6
2006-3-27,11,7,3,95,1013,1010,1007,14,10,5
2006-3-28,15,9,4,87,1007,1006,1003,16,10,6
2006-3-29,6,4,3,99,1010,1004,1002,19,6,6
2006-3-30,12,7,2,74,1013,1011,1007,23,13,5
2006-3-31,14,10,7,81,1009,1005,1003,40,18,6
2006-4-1,15,11,7,72,1013,1012,1010,29,16,6
2006-4-2,16,9,3,76,1014,1013,1012,26,10,4
2006-4-3,13,9,5,72,1014,1012,1011,24,10,6
2006-4-4,9,7,4,67,1015,1013,1011,24,14,5
2006-4-5,4,2,0,94,1012,1009,1006,21,10,6
2006-4-6,6,2,-1,83,1016,1012,1007,21,10,5
2006-4-7,10,2,-5,59,1016,1016,1015,10,5,0
2006-4-8,13,4,-4,55,1016,1014,1012,19,6,0
2006-4-9,16,10,5,50,1013,1011,1010,29,11,5
2006-4-10,12,8,4,78,1014,1011,1008,23,11,6
2006-4-11,5,3,2,95,1013,1011,1008,23,18,6
2006-4-12,9,6,2,75,1013,1010,1008,16,5,6
2006-4-13,10,4,-1,73,1010,1009,1007,37,10,5
2006-4-14,11,8,5,77,1011,1007,1004,34,18,6
2006-4-15,12,7,3,70,1017,1015,1011,29,16,6
2006-4-16,16,9,3,66,1015,1009,1006,23,13,6
2006-4-17,15,10,6,83,1011,1010,1007,26,16,6
2006-4-18,13,8,4,77,1015,1013,1010,16,6,6
2006-4-19,17,8,-1,65,1016,1015,1014,19,6,0
2006-4-20,18,9,1,66,1017,1015,1014,13,5,0
2006-4-21,18,9,1,62,1019,1018,1017,16,6,0
2006-4-22,20,11,3,52,1018,1016,1014,13,10,0
2006-4-23,22,13,4,57,1017,1015,1013,29,6,5
2006-4-24,20,14,9,61,1020,1018,1017,19,6,3
2006-4-25,22,13,6,71,1020,1019,1017,16,8,4
2006-4-26,21,13,6,64,1018,1017,1014,19,5,0
2006-4-27,20,11,3,52,1016,1015,1013,16,6,
2006-4-28,21,11,2,58,1014,1011,1009,23,6,6
2006-4-29,11,8,6,96,1012,1010,1007,16,11,6
2006-4-30,10,8,6,94,1015,1013,1012,11,6,6
2006-5-1,12,10,8,97,1015,1014,1012,23,6,6
2006-5-2,17,10,4,80,1022,1019,1016,16,5,6
2006-5-3,20,12,4,68,1025,1024,1022,16,8,2
2006-5-4,20,12,5,67,1028,1027,1025,23,11,2
2006-5-5,20,11,3,45,1029,1027,1026,26,11,6
2006-5-6,20,11,3,60,1025,1024,1021,39,10,4
2006-5-7,21,13,5,64,1024,1022,1020,27,11,
2006-5-8,20,12,5,65,1021,1018,1016,24,8,3
2006-5-9,20,11,3,59,1016,1014,1013,26,6,4
2006-5-10,15,8,2,67,1015,1013,1011,23,6,5
2006-5-11,19,10,1,58,1017,1016,1015,11,3,0
2006-5-12,22,11,1,55,1019,1018,1017,16,5,
2006-5-13,24,16,7,53,1018,1016,1014,74,11,6
2006-5-14,18,14,11,82,1019,1016,1014,24,13,6
2006-5-15,17,12,7,64,1023,1021,1019,14,6,5
2006-5-16,23,16,8,66,1019,1015,1012,23,10,6
2006-5-17,19,13,7,78,1018,1015,1014,23,8,4
2006-5-18,22,13,5,71,1019,1016,1010,24,8,5
2006-5-19,21,17,13,78,1010,1009,1008,35,16,6
2006-5-20,19,14,10,60,1010,1007,1002,26,11,5
2006-5-21,18,14,10,64,1011,1006,1002,27,19,6
2006-5-22,25,18,11,60,1013,1010,1007,23,11,1
2006-5-23,20,17,13,68,1019,1013,1007,27,11,5
2006-5-24,16,12,9,62,1022,1020,1018,14,8,6
2006-5-25,17,11,5,67,1019,1018,1017,40,10,6
2006-5-26,14,11,8,69,1017,1016,1015,24,13,6
2006-5-27,14,11,8,79,1018,1016,1014,21,6,6
2006-5-28,19,14,11,76,1015,1010,1007,40,18,5
2006-5-29,15,11,8,64,1012,1009,1005,29,23,6
2006-5-30,13,10,8,84,1005,1003,1003,19,8,6
2006-5-31,13,10,7,87,1012,1006,1002,26,18,6
2006-6-1,12,9,6,83,1021,1016,1012,24,13,6
2006-6-2,15,9,3,76,1023,1021,1020,29,11,5
2006-6-3,16,12,9,77,1021,1019,1015,26,16,6
2006-6-4,13,10,8,85,1015,1014,1013,23,16,6
2006-6-5,14,11,8,87,1020,1016,1014,27,14,6
2006-6-6,14,11,8,83,1024,1022,1020,23,10,5
2006-6-7,16,10,4,73,1026,1025,1024,14,6,6
2006-6-8,18,11,4,66,1027,1026,1025,14,5,
2006-6-9,18,12,7,77,1026,1023,1021,24,6,5
2006-6-10,17,13,9,74,1026,1023,1021,23,13,5
2006-6-11,22,13,4,68,1029,1028,1026,16,5,3
2006-6-12,25,16,7,65,1028,1027,1025,21,5,6
2006-6-13,23,17,10,64,1025,1023,1021,16,6,3
2006-6-14,23,14,6,60,1021,1019,1017,19,6,
2006-6-15,26,16,7,56,1019,1018,1017,16,5,0
2006-6-16,29,19,10,63,1018,1017,1015,14,5,
2006-6-17,25,19,14,82,1017,1016,1015,23,5,5
2006-6-18,22,18,14,75,1019,1018,1016,23,10,3
2006-6-19,27,18,9,64,1018,1016,1015,14,5,3
2006-6-20,26,20,15,79,1017,1016,1014,23,8,4
2006-6-21,30,22,15,68,1017,1015,1013,11,5,
2006-6-22,27,22,18,69,1015,1013,1012,23,13,4
2006-6-23,23,19,16,75,1019,1016,1013,13,6,6
2006-6-24,24,20,16,65,1020,1019,1018,19,10,3
2006-6-25,30,21,13,63,1019,1018,1015,14,10,4
2006-6-26,31,23,17,66,1017,1015,1014,19,10,3
2006-6-27,31,24,19,68,1020,1018,1016,19,8,6
2006-6-28,26,21,16,76,1019,1018,1017,21,11,4
2006-6-29,23,20,17,78,1022,1020,1019,74,10,6
2006-6-30,20,18,16,86,1023,1021,1019,29,16,6
2006-7-1,23,18,14,75,1026,1024,1023,26,10,6
2006-7-2,23,17,11,59,1026,1025,1024,34,16,
2006-7-3,23,16,9,62,1025,1023,1022,34,16,
2006-7-4,26,16,7,58,1023,1022,1022,19,10,
2006-7-5,28,19,11,58,1024,1023,1021,13,6,2
2006-7-6,28,19,11,56,1023,1021,1018,19,6,
2006-7-7,30,21,13,52,1019,1017,1015,13,5,0
2006-7-8,30,22,14,74,1019,1017,1016,32,6,6
2006-7-9,30,21,13,75,1020,1019,1018,19,5,2
2006-7-10,30,22,15,71,1024,1022,1020,19,5,1
2006-7-11,30,22,15,61,1024,1023,1022,14,6,0
2006-7-12,30,22,15,49,1023,1021,1020,19,8,
2006-7-13,31,23,16,56,1022,1020,1018,14,6,
2006-7-14,24,19,15,78,1024,1021,1019,19,8,4
2006-7-15,22,16,11,61,1026,1025,1024,29,14,4
2006-7-16,22,14,8,57,1027,1026,1024,27,13,3
2006-7-17,25,18,10,55,1026,1025,1023,19,8,1
2006-7-18,29,18,8,52,1024,1022,1020,23,6,
2006-7-19,29,20,11,58,1022,1021,1020,21,6,
2006-7-20,33,24,15,56,1022,1021,1019,19,6,
2006-7-21,33,27,20,53,1020,1019,1017,19,8,2
2006-7-22,31,23,17,55,1018,1017,1015,24,8,3
2006-7-23,31,22,13,59,1018,1017,1016,14,3,0
2006-7-24,29,20,12,70,1020,1018,1018,21,6,6
2006-7-25,30,22,15,65,1020,1019,1018,23,6,2
2006-7-26,31,21,12,55,1019,1018,1016,11,3,
2006-7-27,32,22,13,49,1017,1016,1014,16,6,
2006-7-28,31,22,13,43,1016,1013,1010,14,8,
2006-7-29,32,22,13,62,1010,1007,1005,27,10,5
2006-7-30,28,23,18,70,1013,1010,1008,23,13,4
2006-7-31,27,20,13,80,1013,1013,1011,21,5,6
2006-8-1,26,21,16,83,1012,1009,1006,27,5,6
2006-8-2,24,20,16,69,1008,1007,1005,124,14,6
2006-8-3,24,17,10,68,1008,1007,1005,23,6,6
2006-8-4,17,16,14,95,1005,1003,1002,23,14,6
2006-8-5,15,14,14,97,1008,1006,1004,19,11,7
2006-8-6,21,17,14,89,1007,1006,1005,23,8,6
2006-8-7,21,18,15,89,1005,1004,1003,13,8,6
2006-8-8,21,17,14,94,1007,1005,1004,23,10,6
2006-8-9,20,18,15,90,1011,1009,1007,29,16,7
2006-8-10,22,17,13,73,1011,1011,1009,14,10,4
2006-8-11,21,14,9,86,1010,1009,1008,14,3,5
2006-8-12,22,14,7,78,1008,1008,1006,13,3,5
2006-8-13,19,17,14,89,1009,1007,1005,19,6,6
2006-8-14,22,16,11,74,1009,1009,1008,19,6,6
2006-8-15,20,17,13,79,1013,1010,1009,27,14,6
2006-8-16,25,18,12,69,1014,1012,1010,16,8,5
2006-8-17,28,22,17,64,1010,1010,1009,19,10,4
2006-8-18,29,23,18,62,1013,1008,1006,27,13,
2006-8-19,26,20,15,71,1018,1017,1014,19,11,3
2006-8-20,27,21,15,75,1017,1016,1015,27,8,6
2006-8-21,21,17,13,78,1017,1016,1014,23,11,5
2006-8-22,20,17,14,87,1015,1013,1012,26,10,6
2006-8-23,18,16,13,91,1014,1013,1012,111,16,5
2006-8-24,21,16,12,78,1014,1012,1010,14,10,5
2006-8-25,20,16,12,87,1011,1009,1008,16,6,6
2006-8-26,20,17,13,85,1009,1008,1008,14,8,5
2006-8-27,20,13,7,83,1010,1009,1009,23,5,3
2006-8-28,18,14,12,84,1010,1008,1004,19,8,6
2006-8-29,13,12,11,93,1004,1002,1000,32,13,6
2006-8-30,14,12,10,90,1008,1006,1003,32,21,6
2006-8-31,19,14,11,90,1018,1012,1007,37,27,6
2006-9-1,17,13,10,83,1019,1018,1017,24,18,6
2006-9-2,23,19,15,76,1018,1017,1016,11,8,4
2006-9-3,22,18,14,81,1016,1014,1012,29,10,6
2006-9-4,22,19,17,74,1018,1014,1010,52,27,5
2006-9-5,18,16,13,69,1020,1019,1018,42,26,6
2006-9-6,18,14,10,81,1020,1019,1018,26,14,6
2006-9-7,26,19,13,76,1018,1015,1012,19,11,2
2006-9-8,19,14,10,86,1025,1018,1011,32,18,5
2006-9-9,17,12,7,82,1029,1027,1025,23,13,2
2006-9-10,21,12,3,80,1030,1029,1028,10,2,1
2006-9-11,23,14,5,78,1029,1028,1026,10,5,0
2006-9-12,23,14,6,75,1026,1025,1024,11,5,0
2006-9-13,23,14,7,72,1024,1023,1021,14,6,0
2006-9-14,23,14,7,73,1021,1019,1016,14,6,0
2006-9-15,24,16,8,70,1017,1016,1016,23,10,0
2006-9-16,23,17,11,68,1018,1017,1016,27,14,
2006-9-17,23,16,9,76,1016,1015,1013,16,10,
2006-9-18,24,18,13,78,1014,1013,1012,10,3,6
2006-9-19,21,18,15,89,1013,1012,1011,55,6,6
2006-9-20,19,14,10,90,1021,1017,1013,19,10,5
2006-9-21,20,13,6,83,1024,1022,1021,10,3,2
2006-9-22,19,12,6,79,1022,1022,1021,23,11,1
2006-9-23,21,13,6,80,1023,1022,1021,26,14,0
2006-9-24,24,17,9,74,1021,1019,1017,21,13,0
2006-9-25,24,17,9,70,1017,1015,1013,16,11,
2006-9-26,24,16,8,73,1016,1015,1015,74,10,0
2006-9-27,23,14,6,83,1016,1014,1013,10,5,0
2006-9-28,20,14,8,89,1013,1012,1012,19,5,3
2006-9-29,21,14,8,89,1016,1015,1014,8,3,2
2006-9-30,22,13,5,83,1016,1015,1015,14,6,1
2006-10-1,21,16,10,85,1016,1015,1014,13,6,6
2006-10-2,19,16,13,86,1014,1013,1010,24,11,6
2006-10-3,21,17,13,82,1010,1005,1000,16,8,6
2006-10-4,19,14,11,89,1013,1006,1000,29,13,6
2006-10-5,16,11,7,90,1020,1016,1013,19,8,5
2006-10-6,17,9,2,80,1020,1018,1015,21,8,1
2006-10-7,19,13,8,71,1016,1014,1012,23,10,6
2006-10-8,15,10,4,82,1023,1021,1017,26,16,3
2006-10-9,18,9,0,83,1024,1024,1023,8,3,0
2006-10-10,20,10,1,81,1025,1024,1023,10,5,0
2006-10-11,20,11,2,82,1023,1021,1019,11,5,0
2006-10-12,19,10,2,81,1025,1022,1020,121,6,2
2006-10-13,23,13,4,87,1030,1027,1023,11,3,6
2006-10-14,10,7,4,100,1033,1032,1030,19,6,8
2006-10-15,10,8,7,89,1031,1029,1025,19,10,6
2006-10-16,10,3,-3,90,1028,1027,1025,19,8,5
2006-10-17,11,3,-4,72,1027,1024,1020,13,5,0
2006-10-18,15,6,-3,70,1020,1016,1013,19,8,0
2006-10-19,16,6,-4,63,1013,1010,1008,14,6,0
2006-10-20,17,8,-1,74,1008,1005,1004,16,6,0
2006-10-21,18,13,9,75,1009,1007,1006,21,10,
2006-10-22,18,14,10,82,1011,1010,1009,19,11,4
2006-10-23,19,12,6,84,1010,1007,1005,26,10,
2006-10-24,18,14,12,83,1006,1003,1001,26,11,6
2006-10-25,15,8,2,77,1020,1013,1006,34,21,5
2006-10-26,18,9,0,82,1020,1019,1017,14,8,0
2006-10-27,21,16,12,72,1022,1018,1017,27,14,6
2006-10-28,15,11,7,79,1025,1022,1017,21,13,6
2006-10-29,14,9,3,94,1017,1008,1002,42,18,6
2006-10-30,4,0,-3,82,1023,1021,1015,26,13,5
2006-10-31,10,4,-2,69,1020,1012,1004,27,11,8
2006-11-1,9,4,0,68,1006,1003,1000,45,26,5
2006-11-2,0,-3,-6,95,1018,1014,1007,45,32,6
2006-11-3,-1,-3,-6,92,1023,1020,1017,27,14,6
2006-11-4,3,-2,-6,95,1023,1020,1015,27,18,6
2006-11-5,8,6,3,99,1015,1011,1007,39,26,7
2006-11-6,9,7,4,99,1018,1016,1013,35,18,6
2006-11-7,9,7,3,92,1021,1020,1018,29,21,6
2006-11-8,11,6,2,80,1021,1019,1017,19,11,0
2006-11-9,9,7,5,90,1018,1015,1013,40,21,5
2006-11-10,5,4,3,90,1029,1025,1018,34,24,6
2006-11-11,6,3,2,85,1028,1017,1007,34,16,6
2006-11-12,6,3,2,92,1007,1003,1001,32,21,6
2006-11-13,5,3,1,94,1008,1005,1000,34,23,6
2006-11-14,10,8,6,89,1014,1008,1001,34,23,6
2006-11-15,13,7,1,91,1017,1016,1014,21,11,6
2006-11-16,16,8,0,91,1017,1015,1014,16,6,0
2006-11-17,14,8,3,93,1017,1015,1013,11,6,0
2006-11-18,13,7,1,95,1022,1017,1015,11,5,0
2006-11-19,12,8,4,95,1024,1021,1017,13,3,3
2006-11-20,11,9,7,96,1018,1017,1014,16,10,6
2006-11-21,11,8,6,93,1013,1006,1001,93,6,6
2006-11-22,9,7,4,92,1003,1001,1000,14,5,6
2006-11-23,8,7,5,98,1006,1005,1003,14,8,5
2006-11-24,12,7,3,92,1015,1011,1006,19,8,
2006-11-25,14,8,3,87,1018,1014,1013,11,8,0
2006-11-26,15,9,3,90,1025,1022,1018,11,8,0
2006-11-27,13,7,0,98,1027,1026,1025,13,5,1
2006-11-28,8,4,-1,100,1027,1026,1024,10,5,4
2006-11-29,9,3,-2,99,1032,1027,1024,16,5,6
2006-11-30,7,6,4,95,1038,1036,1032,16,10,6
2006-12-1,9,3,-3,90,1037,1032,1028,19,8,3
2006-12-2,7,4,3,81,1028,1024,1021,27,18,4
2006-12-3,8,6,3,85,1021,1017,1012,23,16,0
2006-12-4,8,6,4,85,1012,1009,1008,23,16,
2006-12-5,10,8,5,91,1011,1010,1008,26,18,6
2006-12-6,14,10,7,85,1011,1008,1006,21,11,6
2006-12-7,9,7,5,97,1015,1012,1008,14,8,5
2006-12-8,13,8,4,82,1009,1006,1003,19,8,1
2006-12-9,16,10,5,71,1010,1007,1004,14,10,6
2006-12-10,10,7,4,98,1029,1021,1010,27,16,6
2006-12-11,5,3,1,95,1030,1027,1022,16,11,3
2006-12-12,4,2,0,97,1024,1020,1019,23,18,6
2006-12-13,5,3,1,92,1027,1024,1023,27,14,6
2006-12-14,10,7,3,86,1028,1026,1025,24,16,6
2006-12-15,9,4,1,74,1028,1027,1026,19,13,0
2006-12-16,2,0,-2,90,1026,1022,1019,26,13,0
2006-12-17,3,2,2,96,1023,1022,1019,21,13,6
2006-12-18,2,1,0,100,1027,1024,1022,16,8,6
2006-12-19,2,0,-1,99,1030,1029,1027,14,5,6
2006-12-20,4,1,-2,100,1030,1028,1026,24,11,6
2006-12-21,4,2,1,96,1039,1036,1030,13,8,6
2006-12-22,3,2,1,94,1039,1038,1037,23,13,6
2006-12-23,3,2,2,94,1040,1039,1038,21,16,6
2006-12-24,2,1,0,98,1038,1033,1030,23,13,6
2006-12-25,3,0,-3,90,1035,1032,1030,23,16,6
2006-12-26,1,-2,-5,84,1036,1035,1033,13,5,5
2006-12-27,4,0,-4,83,1033,1029,1026,148,14,0
2006-12-28,0,-2,-3,87,1026,1022,1020,23,13,3
2006-12-29,0,-2,-3,98,1031,1027,1020,19,11,6
2006-12-30,3,-1,-4,87,1030,1029,1026,16,10,2
2006-12-31,6,3,1,81,1025,1023,1021,34,19,6
2007-1-1,8,6,4,82,1024,1013,1008,42,21,6
2007-1-2,4,2,1,81,1016,1013,1010,34,21,6
2007-1-3,4,2,1,91,1021,1019,1016,26,16,6
2007-1-4,5,3,2,85,1020,1012,1007,29,18,6
2007-1-5,6,4,3,90,1017,1011,1007,34,21,6
2007-1-6,7,6,4,93,1018,1017,1016,19,14,6
2007-1-7,9,6,3,91,1019,1014,1011,32,18,6
2007-1-8,7,3,1,86,1018,1013,1010,19,10,4
2007-1-9,10,8,5,85,1017,1014,1010,26,18,6
2007-1-10,13,11,9,78,1020,1017,1014,29,14,5
2007-1-11,11,7,4,71,1018,1012,1003,47,27,6
2007-1-12,8,6,3,77,1018,1010,1002,50,31,6
2007-1-13,11,8,5,79,1019,1014,1011,40,27,6
2007-1-14,11,7,4,71,1025,1020,1015,40,19,5
2007-1-15,7,3,0,63,1029,1027,1024,35,19,4
2007-1-16,6,2,-2,79,1024,1021,1020,32,13,6
2007-1-17,7,3,1,81,1021,1019,1015,21,11,5
2007-1-18,13,9,5,72,1015,1002,982,58,27,5
2007-1-19,8,6,4,83,1009,998,985,64,39,6
2007-1-20,10,7,4,86,1015,1011,1007,37,26,5
2007-1-21,10,7,4,78,1011,1008,1006,40,21,6
2007-1-22,5,3,2,67,1015,1013,1011,27,19,6
2007-1-23,3,0,-3,79,1017,1013,1003,24,14,6
2007-1-24,-2,-3,-4,96,1003,995,991,26,19,7
2007-1-25,-4,-6,-7,93,1018,1009,1000,19,11,6
2007-1-26,-4,-7,-10,86,1020,1016,1008,34,11,4
2007-1-27,-2,-4,-6,91,1017,1009,1005,34,27,6
2007-1-28,6,-1,-7,86,1018,1011,1000,35,26,7
2007-1-29,2,0,-2,87,1014,1005,996,55,31,7
2007-1-30,2,-1,-3,92,1017,1014,1011,27,19,6
2007-1-31,4,2,0,86,1017,1013,1005,29,19,6
2007-2-1,4,3,1,84,1024,1013,1002,52,32,7
2007-2-2,4,2,0,83,1026,1024,1019,19,10,6
2007-2-3,5,3,1,84,1023,1019,1016,37,26,6
2007-2-4,3,2,1,85,1025,1023,1020,23,19,6
2007-2-5,6,3,0,78,1020,1010,1003,27,19,6
2007-2-6,3,1,-1,81,1004,1004,1003,23,18,5
2007-2-7,1,-1,-2,93,1005,1003,1001,16,6,6
2007-2-8,5,2,-1,93,1003,999,997,19,13,6
2007-2-9,5,3,1,86,1008,1003,998,26,11,6
2007-2-10,3,0,-3,92,1012,1009,1007,19,8,6
2007-2-11,-2,-3,-4,92,1013,1010,1006,23,16,6
2007-2-12,8,3,-2,88,1005,1002,997,13,10,6
2007-2-13,8,6,3,87,1004,999,997,23,10,6
2007-2-14,6,2,-2,92,1011,1009,1005,24,16,6
2007-2-15,8,4,2,87,1017,1012,1009,21,11,6
2007-2-16,3,1,-1,94,1030,1025,1018,19,13,7
2007-2-17,2,-2,-6,78,1031,1028,1026,26,16,2
2007-2-18,8,0,-7,75,1026,1019,1013,24,10,0
2007-2-19,2,1,0,89,1014,1013,1011,26,16,6
2007-2-20,5,2,0,86,1015,1013,1011,13,5,6
2007-2-21,5,1,-3,83,1018,1016,1015,24,10,6
2007-2-22,5,1,-2,90,1015,1012,1010,27,13,6
2007-2-23,-3,-6,-7,86,1020,1019,1016,29,18,5
2007-2-24,-1,-6,-9,77,1020,1016,1012,29,21,6
2007-2-25,8,3,-1,73,1012,1008,1006,16,10,6
2007-2-26,3,2,1,87,1006,1004,1003,21,11,6
2007-2-27,4,2,1,91,1009,1007,1005,34,16,7
2007-2-28,8,4,0,91,1008,1001,998,26,11,6
2007-3-1,10,8,5,83,999,997,994,34,19,6
2007-3-2,9,7,4,82,1006,999,996,37,19,5
2007-3-3,7,4,3,83,1006,1004,1000,27,16,6
2007-3-4,4,2,1,91,1023,1017,1004,19,13,6
2007-3-5,8,2,-4,76,1023,1022,1021,19,8,3
2007-3-6,13,8,4,72,1022,1020,1014,19,13,5
2007-3-7,18,11,4,63,1014,1010,1007,35,11,0
2007-3-8,13,9,5,75,1022,1014,1009,23,8,7
2007-3-9,7,2,-3,84,1027,1025,1023,14,8,5
2007-3-10,9,3,-3,83,1033,1028,1025,23,5,5
2007-3-11,10,4,-2,76,1034,1032,1030,23,11,4
2007-3-12,15,7,-1,75,1031,1029,1028,13,8,5
2007-3-13,18,7,-3,70,1028,1027,1025,13,3,0
2007-3-14,12,3,-4,74,1030,1027,1025,27,8,0
2007-3-15,9,3,-3,81,1030,1027,1024,16,6,4
2007-3-16,11,4,-2,76,1024,1022,1019,16,5,5
2007-3-17,6,3,2,86,1018,1011,1008,37,18,6
2007-3-18,11,7,4,76,1011,1001,993,167,29,6
2007-3-19,8,4,2,84,994,994,993,29,14,6
2007-3-20,2,1,0,98,994,990,989,23,11,6
2007-3-21,1,0,0,99,1003,996,991,16,10,8
2007-3-22,7,2,-3,82,1011,1006,1002,19,10,5
2007-3-23,9,3,-2,89,1010,1005,1002,52,18,5
2007-3-24,9,7,5,62,1019,1011,1004,48,37,4
2007-3-25,13,7,1,63,1026,1024,1020,35,21,
2007-3-26,12,6,0,57,1028,1027,1026,37,18,
2007-3-27,15,6,-3,57,1027,1025,1023,24,10,
2007-3-28,15,8,2,61,1023,1021,1021,23,13,6
2007-3-29,12,6,1,58,1021,1020,1018,21,11,6
2007-3-30,13,6,-2,68,1017,1016,1015,16,6,6
2007-3-31,13,4,-3,56,1024,1020,1017,34,13,
2007-4-1,15,8,0,50,1031,1028,1024,26,13,
2007-4-2,16,6,-3,59,1031,1027,1020,14,5,0
2007-4-3,14,6,-2,61,1020,1011,1006,13,3,
2007-4-4,7,3,-1,71,1018,1014,1008,24,14,6
2007-4-5,12,2,-7,58,1018,1014,1010,29,8,3
2007-4-6,9,7,6,75,1018,1015,1012,29,21,6
2007-4-7,11,6,0,70,1020,1018,1017,32,13,5
2007-4-8,9,3,-2,67,1020,1019,1018,29,13,6
2007-4-9,14,9,4,68,1018,1014,1011,45,18,6
2007-4-10,12,9,7,77,1019,1014,1013,37,19,6
2007-4-11,14,8,3,78,1023,1021,1019,24,8,5
2007-4-12,18,9,0,70,1026,1024,1023,16,6,3
2007-4-13,19,9,0,54,1027,1026,1025,19,6,0
2007-4-14,19,9,0,46,1027,1026,1025,19,10,
2007-4-15,19,9,0,56,1027,1026,1025,21,6,
2007-4-16,18,9,0,53,1026,1024,1021,14,6,
2007-4-17,22,10,-1,51,1021,1016,1011,16,6,
2007-4-18,13,8,2,74,1017,1014,1011,37,13,5
2007-4-19,13,7,1,54,1019,1016,1011,27,13,5
2007-4-20,12,7,3,47,1018,1013,1009,32,23,3
2007-4-21,11,6,1,49,1023,1021,1018,26,13,3
2007-4-22,14,4,-5,48,1027,1026,1023,13,3,
2007-4-23,21,10,-1,42,1025,1021,1017,19,8,
2007-4-24,18,13,8,57,1020,1018,1016,27,13,5
2007-4-25,18,9,1,66,1023,1022,1020,23,8,0
2007-4-26,22,12,2,60,1025,1024,1023,13,6,0
2007-4-27,24,14,4,56,1025,1023,1021,13,5,2
2007-4-28,24,14,5,55,1021,1019,1015,14,5,
2007-4-29,16,10,3,70,1018,1017,1014,37,13,6
2007-4-30,14,6,-2,57,1017,1016,1013,23,8,6
2007-5-1,9,3,-3,54,1018,1017,1016,24,11,
2007-5-2,13,4,-4,57,1019,1017,1016,16,5,5
2007-5-3,18,7,-3,53,1016,1014,1013,19,5,
2007-5-4,21,10,0,45,1015,1013,1010,16,8,
2007-5-5,18,13,8,50,1013,1011,1009,32,14,
2007-5-6,12,10,9,86,1013,1011,1011,24,13,6
2007-5-7,22,16,9,68,1012,1010,1008,29,16,6
2007-5-8,15,12,9,80,1008,1006,1003,37,19,6
2007-5-9,15,11,8,73,1012,1008,1006,42,21,5
2007-5-10,17,13,9,74,1013,1011,1010,26,14,6
2007-5-11,25,18,11,51,1010,1005,1001,45,19,5
2007-5-12,17,13,9,64,1014,1010,1007,32,19,5
2007-5-13,23,17,10,60,1017,1015,1013,19,10,2
2007-5-14,29,22,15,49,1013,1010,1004,19,10,
2007-5-15,20,16,12,72,1012,1009,1003,26,11,6
2007-5-16,12,9,7,87,1015,1012,1009,23,10,6
2007-5-17,15,9,3,79,1012,1009,1006,34,8,3
2007-5-18,15,8,0,69,1018,1016,1012,19,5,3
2007-5-19,21,11,1,68,1018,1017,1016,19,5,0
2007-5-20,24,16,8,74,1018,1017,1017,26,8,3
2007-5-21,27,19,12,72,1019,1017,1015,14,8,1
2007-5-22,28,20,13,66,1016,1015,1014,14,5,5
2007-5-23,25,19,14,76,1019,1017,1015,26,10,5
2007-5-24,25,19,13,66,1020,1018,1016,14,8,3
2007-5-25,30,21,13,61,1016,1012,1009,16,10,6
2007-5-26,28,21,14,69,1009,1006,1004,27,10,5
2007-5-27,28,20,12,63,1005,1001,998,16,8,1
2007-5-28,28,21,15,54,999,998,995,23,10,3
2007-5-29,25,20,14,60,1004,998,994,27,10,4
2007-5-30,23,17,11,78,1015,1010,1004,24,11,6
2007-5-31,17,13,10,85,1016,1015,1014,11,8,6
2007-6-1,18,14,10,85,1016,1015,1015,16,6,6
2007-6-2,18,16,13,92,1017,1016,1015,23,10,6
2007-6-3,16,14,14,92,1020,1018,1016,16,11,6
2007-6-4,21,17,14,85,1020,1019,1019,14,6,5
2007-6-5,19,17,14,86,1020,1019,1018,19,10,6
2007-6-6,26,19,12,79,1019,1017,1015,19,11,4
2007-6-7,27,20,14,64,1018,1017,1017,24,11,1
2007-6-8,28,20,12,55,1019,1019,1018,21,13,
2007-6-9,29,20,11,65,1019,1017,1016,24,5,5
2007-6-10,23,17,12,80,1017,1015,1014,19,6,4
2007-6-11,26,18,11,69,1014,1012,1010,19,6,2
2007-6-12,27,18,9,57,1011,1009,1007,16,3,
2007-6-13,26,19,12,67,1009,1008,1007,23,10,3
2007-6-14,27,19,12,74,1011,1010,1009,27,6,2
2007-6-15,28,21,14,69,1009,1007,1004,14,6,4
2007-6-16,21,18,15,76,1010,1007,1003,27,13,6
2007-6-17,25,18,12,59,1013,1011,1010,21,8,
2007-6-18,24,19,14,66,1013,1010,1009,32,11,6
2007-6-19,25,18,10,66,1017,1015,1013,37,10,3
2007-6-20,27,18,9,59,1018,1017,1015,14,6,0
2007-6-21,28,21,14,69,1016,1011,1005,27,13,6
2007-6-22,23,19,16,76,1011,1009,1007,32,19,5
2007-6-23,23,19,16,71,1012,1010,1009,29,10,4
